RESIDENCY_GROUP_DESCR,ACADEMIC_YEAR,TERM,TERM_DESCR,ACADEMIC_CAREER_DESCR,ACAD_PROG,ACADEMIC_PROGRAM_DESCR,COURSE_ID,OFFER_NUMBER,FACULTY,FACULTY_DESCR,SCHOOL,SCHOOL_NAME,COURSE_NAME,COURSE_CODE,CATALOG_NUMBER,CRSE_ATTR,MASKED_ID
Local,2024,5243,2024 Term 1,Undergraduate,3805,Medicine,55807,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Surgery,MFAC3502,3502,WILC,557307
Local,2024,5246,2024 Term 2,Undergraduate,3805,Medicine,55809,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Primary Care,MFAC3504,3504,WILC,557307
Local,2024,5242,2024 Summer Term,Undergraduate,3805,Medicine,55806,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Medicine,MFAC3501,3501,WILC,557307
Local,2024,5243,2024 Term 1,Undergraduate,3805,Medicine,55816,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Critical Care,MFAC3508,3508,WILC,557307
Local,2024,5246,2024 Term 2,Postgraduate,8095,Clinical Optometry,65116,1,MED,Faculty of Medicine and Health,OPTOM,School of Optometry and Vision Science,Clinical Contact lens,OPTM8521,8521,WILC,1340933
Local,2024,5243,2024 Term 1,Postgraduate,8095,Clinical Optometry,65107,1,MED,Faculty of Medicine and Health,OPTOM,School of Optometry and Vision Science,"Clinical paeds, LV and CV",OPTM8511,8511,WILC,1340933
Local,2024,5246,2024 Term 2,Postgraduate,8095,Clinical Optometry,65115,1,MED,Faculty of Medicine and Health,OPTOM,School of Optometry and Vision Science,Clinical Ocular Therapy 5A,OPTM8513,8513,WILC,1340933
Local,2024,5249,2024 Term 3,Postgraduate,8095,Clinical Optometry,65117,1,MED,Faculty of Medicine and Health,OPTOM,School of Optometry and Vision Science,Clinical Optometry 5B,OPTM8522,8522,WILC,1340933
Local,2024,5243,2024 Term 1,Postgraduate,8095,Clinical Optometry,65114,1,MED,Faculty of Medicine and Health,OPTOM,School of Optometry and Vision Science,Clinical Optometry 5A,OPTM8512,8512,WILC,1340933
Local,2024,5249,2024 Term 3,Postgraduate,8095,Clinical Optometry,65118,1,MED,Faculty of Medicine and Health,OPTOM,School of Optometry and Vision Science,Clinical Ocular Therapy 5B,OPTM8523,8523,WILC,1340933
Local,2024,5249,2024 Term 3,Undergraduate,4772,Science and Business / Law,11227,1,LAW,Faculty of Law and Justice,SCLAW,"School of Law, Society and Criminology",KLC Community Clinic Intensive,LAWS3303,3303,WILC,1294594
Local,2024,5243,2024 Term 1,Undergraduate,4722,Psychological Science / Law,63377,1,LAW,Faculty of Law and Justice,SCLAW,"School of Law, Society and Criminology",Police Powers Clinic,LAWS3319,3319,WILC,1287920
Local,2024,5243,2024 Term 1,Undergraduate,3805,Medicine,65718,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Integrated Clinical Studies 1,MFAC2514,2514,WILC,1317217
Local,2024,5249,2024 Term 3,Undergraduate,3805,Medicine,65717,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Integrated Clinical Studies 3,MFAC2516,2516,WILC,1317217
Local,2024,5246,2024 Term 2,Undergraduate,3805,Medicine,65716,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Integrated Clinical Studies 2,MFAC2515,2515,WILC,1317217
International,2024,5243,2024 Term 1,Postgraduate,8404,Commerce,64962,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entre Practicum,COMM5030,5030,WILC,1324389
Local,2024,5249,2024 Term 3,Undergraduate,3805,Medicine,64063,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,PRINT,MFAC3515,3515,WILC,1407234
Local,2024,5242,2024 Summer Term,Undergraduate,3805,Medicine,64064,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Elective,MFAC3514,3514,WILC,1407234
Local,2024,5243,2024 Term 1,Undergraduate,3805,Medicine,55808,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Psychiatry,MFAC3503,3503,WILC,1407234
Local,2024,5243,2024 Term 1,Undergraduate,3805,Medicine,55819,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Selective,MFAC3509,3509,WILC,1407234
Local,2024,5246,2024 Term 2,Undergraduate,3805,Medicine,55816,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Critical Care,MFAC3508,3508,WILC,1407234
International,2024,5246,2024 Term 2,Undergraduate,3462,Commerce/Education (Secondary),59591,1,ADA,"Faculty of Arts, Design and Architecture",EDUC,School of Education,Professional Experience 1,EDST6760,6760,WILC,1262226
International,2024,5246,2024 Term 2,Undergraduate,3805,Medicine,55806,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Medicine,MFAC3501,3501,WILC,1285095
International,2024,5243,2024 Term 1,Undergraduate,3805,Medicine,55807,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Surgery,MFAC3502,3502,WILC,1285095
International,2024,5243,2024 Term 1,Undergraduate,3805,Medicine,55809,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Primary Care,MFAC3504,3504,WILC,1285095
International,2024,5249,2024 Term 3,Undergraduate,3805,Medicine,55811,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Obstetrics & Gynaecology,MFAC3505,3505,WILC,1285095
International,2024,5242,2024 Summer Term,Undergraduate,3805,Medicine,55808,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Psychiatry,MFAC3503,3503,WILC,1285095
International,2024,5246,2024 Term 2,Undergraduate,3805,Medicine,55813,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Children's Health (Paeds),MFAC3506,3506,WILC,785345
International,2024,5249,2024 Term 3,Undergraduate,3805,Medicine,55811,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Obstetrics & Gynaecology,MFAC3505,3505,WILC,785345
International,2024,5243,2024 Term 1,Undergraduate,3805,Medicine,55807,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Surgery,MFAC3502,3502,WILC,785345
International,2024,5242,2024 Summer Term,Undergraduate,3805,Medicine,55806,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Medicine,MFAC3501,3501,WILC,785345
International,2024,5243,2024 Term 1,Undergraduate,3805,Medicine,55808,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Psychiatry,MFAC3503,3503,WILC,785345
International,2024,5246,2024 Term 2,Undergraduate,3805,Medicine,55813,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Children's Health (Paeds),MFAC3506,3506,WILC,1263489
International,2024,5243,2024 Term 1,Undergraduate,3805,Medicine,55806,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Medicine,MFAC3501,3501,WILC,1263489
International,2024,5249,2024 Term 3,Undergraduate,3805,Medicine,55809,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Primary Care,MFAC3504,3504,WILC,1263489
International,2024,5243,2024 Term 1,Undergraduate,3805,Medicine,55811,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Obstetrics & Gynaecology,MFAC3505,3505,WILC,1263489
International,2024,5242,2024 Summer Term,Undergraduate,3805,Medicine,55807,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Surgery,MFAC3502,3502,WILC,1263489
International,2024,5249,2024 Term 3,Undergraduate,3261,Architectural Studies,66712,1,ADA,"Faculty of Arts, Design and Architecture",BLTENS,School of Built Environment,ADA Professional Placement,FADA6700,6700,WILC,5751
International,2024,5243,2024 Term 1,Undergraduate,3805,Medicine,55806,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Medicine,MFAC3501,3501,WILC,1332356
International,2024,5243,2024 Term 1,Undergraduate,3805,Medicine,55811,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Obstetrics & Gynaecology,MFAC3505,3505,WILC,1332356
International,2024,5246,2024 Term 2,Undergraduate,3805,Medicine,55809,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Primary Care,MFAC3504,3504,WILC,1332356
International,2024,5249,2024 Term 3,Undergraduate,3805,Medicine,55813,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Children's Health (Paeds),MFAC3506,3506,WILC,1332356
International,2024,5242,2024 Summer Term,Undergraduate,3805,Medicine,55807,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Surgery,MFAC3502,3502,WILC,1332356
International,2024,5249,2024 Term 3,Undergraduate,3805,Medicine,62771,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Clinical Transition,MFAC2507,2507,WILC,1232904
Local,2024,5246,2024 Term 2,Undergraduate,4063,Fine Arts/Education (Sec),59591,1,ADA,"Faculty of Arts, Design and Architecture",EDUC,School of Education,Professional Experience 1,EDST6760,6760,WILC,1654402
Local,2024,5242,2024 Summer Term,Undergraduate,3256,Interior Architecture (Hons),66279,1,ADA,"Faculty of Arts, Design and Architecture",BLTENS,School of Built Environment,Street Life Studies,BEIL6011,6011,WILC,1640949
Local,2024,5243,2024 Term 1,Undergraduate,3805,Medicine,55813,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Children's Health (Paeds),MFAC3506,3506,WILC,1630330
Local,2024,5246,2024 Term 2,Undergraduate,3805,Medicine,55806,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Medicine,MFAC3501,3501,WILC,1630330
Local,2024,5242,2024 Summer Term,Undergraduate,3805,Medicine,55811,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Obstetrics & Gynaecology,MFAC3505,3505,WILC,1630330
Local,2024,5243,2024 Term 1,Undergraduate,3805,Medicine,55807,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Surgery,MFAC3502,3502,WILC,1630330
Local,2024,5249,2024 Term 3,Undergraduate,3805,Medicine,55816,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Critical Care,MFAC3508,3508,WILC,1630330
Local,2024,5249,2024 Term 3,Undergraduate,3182,Vision Science/Clinical Optom,65118,1,MED,Faculty of Medicine and Health,OPTOM,School of Optometry and Vision Science,Clinical Ocular Therapy 5B,OPTM8523,8523,WILC,1638423
Local,2024,5243,2024 Term 1,Undergraduate,3182,Vision Science/Clinical Optom,65107,1,MED,Faculty of Medicine and Health,OPTOM,School of Optometry and Vision Science,"Clinical paeds, LV and CV",OPTM8511,8511,WILC,1638423
Local,2024,5246,2024 Term 2,Undergraduate,3182,Vision Science/Clinical Optom,65115,1,MED,Faculty of Medicine and Health,OPTOM,School of Optometry and Vision Science,Clinical Ocular Therapy 5A,OPTM8513,8513,WILC,1638423
Local,2024,5249,2024 Term 3,Undergraduate,3182,Vision Science/Clinical Optom,65117,1,MED,Faculty of Medicine and Health,OPTOM,School of Optometry and Vision Science,Clinical Optometry 5B,OPTM8522,8522,WILC,1638423
Local,2024,5243,2024 Term 1,Undergraduate,3182,Vision Science/Clinical Optom,65114,1,MED,Faculty of Medicine and Health,OPTOM,School of Optometry and Vision Science,Clinical Optometry 5A,OPTM8512,8512,WILC,1638423
Local,2024,5246,2024 Term 2,Undergraduate,3182,Vision Science/Clinical Optom,65116,1,MED,Faculty of Medicine and Health,OPTOM,School of Optometry and Vision Science,Clinical Contact lens,OPTM8521,8521,WILC,1638423
Local,2024,5243,2024 Term 1,Undergraduate,4822,Design,64631,1,ADA,"Faculty of Arts, Design and Architecture",COFAS,School of Art & Design,Professional Experience,ADAD3000,3000,WILC,1634373
Local,2024,5246,2024 Term 2,Undergraduate,4034,Social Work (Hons) / Crim C J,65524,1,ADA,"Faculty of Arts, Design and Architecture",POLS,School of Social Sciences,Social Work Placement  Lvl 4 A,SOCW4017,4017,WILC,1650280
Local,2024,5249,2024 Term 3,Undergraduate,4034,Social Work (Hons) / Crim C J,65522,1,ADA,"Faculty of Arts, Design and Architecture",POLS,School of Social Sciences,Social Work Placement Lvl 4 B,SOCW4018,4018,WILC,1650280
Local,2024,5243,2024 Term 1,Undergraduate,4824,Design / Media (PR and Adv),64631,1,ADA,"Faculty of Arts, Design and Architecture",COFAS,School of Art & Design,Professional Experience,ADAD3000,3000,WILC,1651098
Local,2024,5242,2024 Summer Term,Undergraduate,3880,International Public Health,65305,1,MED,Faculty of Medicine and Health,PHCM,School of Population Health,Public Health Capstone,PHCM3003,3003,WILC,1644355
Local,2024,5246,2024 Term 2,Undergraduate,3256,Interior Architecture (Hons),66712,1,ADA,"Faculty of Arts, Design and Architecture",BLTENS,School of Built Environment,ADA Professional Placement,FADA6700,6700,WILC,1655510
Local,2024,5243,2024 Term 1,Undergraduate,3805,Medicine,55813,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Children's Health (Paeds),MFAC3506,3506,WILC,1650886
Local,2024,5242,2024 Summer Term,Undergraduate,3805,Medicine,55806,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Medicine,MFAC3501,3501,WILC,1650886
Local,2024,5246,2024 Term 2,Undergraduate,3805,Medicine,55808,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Psychiatry,MFAC3503,3503,WILC,1650886
Local,2024,5243,2024 Term 1,Undergraduate,3805,Medicine,55807,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Surgery,MFAC3502,3502,WILC,1650886
Local,2024,5249,2024 Term 3,Undergraduate,3805,Medicine,55809,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Primary Care,MFAC3504,3504,WILC,1650886
Local,2024,5242,2024 Summer Term,Undergraduate,3573,Commerce / Arts,65270,1,COMM,UNSW Business School,COMM,UNSW Business School,Industry Experience Program,COMM2222,2222,WILC,2673491
International,2024,5249,2024 Term 3,Undergraduate,3805,Medicine,62771,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Clinical Transition,MFAC2507,2507,WILC,5789957
International,2024,5246,2024 Term 2,Undergraduate,4033,Social Work (Honours),65524,1,ADA,"Faculty of Arts, Design and Architecture",POLS,School of Social Sciences,Social Work Placement  Lvl 4 A,SOCW4017,4017,WILC,5917261
International,2024,5249,2024 Term 3,Undergraduate,4033,Social Work (Honours),65522,1,ADA,"Faculty of Arts, Design and Architecture",POLS,School of Social Sciences,Social Work Placement Lvl 4 B,SOCW4018,4018,WILC,5917261
International,2024,5249,2024 Term 3,Undergraduate,3880,International Public Health,65305,1,MED,Faculty of Medicine and Health,PHCM,School of Population Health,Public Health Capstone,PHCM3003,3003,WILC,5970533
International,2024,5246,2024 Term 2,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,9705494
Local,2024,5249,2024 Term 3,Undergraduate,3805,Medicine,62771,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Clinical Transition,MFAC2507,2507,WILC,9731625
International,2024,5249,2024 Term 3,Postgraduate,8404,Commerce,64962,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entre Practicum,COMM5030,5030,WILC,9786389
Local,2024,5243,2024 Term 1,Undergraduate,3805,Medicine,65718,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Integrated Clinical Studies 1,MFAC2514,2514,WILC,9804785
Local,2024,5246,2024 Term 2,Undergraduate,3805,Medicine,65716,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Integrated Clinical Studies 2,MFAC2515,2515,WILC,9804785
Local,2024,5249,2024 Term 3,Undergraduate,3805,Medicine,65717,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Integrated Clinical Studies 3,MFAC2516,2516,WILC,9804785
Local,2024,5243,2024 Term 1,Undergraduate,3261,Architectural Studies,66712,1,ADA,"Faculty of Arts, Design and Architecture",BLTENS,School of Built Environment,ADA Professional Placement,FADA6700,6700,WILC,9800554
Local,2024,5246,2024 Term 2,Undergraduate,4053,Arts / Education (Secondary),59591,1,ADA,"Faculty of Arts, Design and Architecture",EDUC,School of Education,Professional Experience 1,EDST6760,6760,WILC,9793801
Local,2024,5249,2024 Term 3,Undergraduate,3155,Actuarial Studies / Commerce,65713,1,COMM,UNSW Business School,COMM,UNSW Business School,Industry Exp.Placement 1,COMM3101,3101,WILC,9804570
Local,2024,5246,2024 Term 2,Undergraduate,3155,Actuarial Studies / Commerce,65713,1,COMM,UNSW Business School,COMM,UNSW Business School,Industry Exp.Placement 1,COMM3101,3101,WILC,9804570
Local,2024,5246,2024 Term 2,Undergraduate,3871,Exercise Physiology,60608,1,MED,Faculty of Medicine and Health,HEALTHSCI,School of Health Sciences,Clinical Practicum A,HESC4611,4611,WILC,9818059
Local,2024,5249,2024 Term 3,Undergraduate,3871,Exercise Physiology,60608,1,MED,Faculty of Medicine and Health,HEALTHSCI,School of Health Sciences,Clinical Practicum A,HESC4611,4611,WILC,9818059
Local,2024,5249,2024 Term 3,Undergraduate,3573,Commerce / Arts,63929,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entrepreneur Practicum,COMM3030,3030,WILC,9813504
Local,2024,5243,2024 Term 1,Undergraduate,3805,Medicine,65718,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Integrated Clinical Studies 1,MFAC2514,2514,WILC,9810979
Local,2024,5249,2024 Term 3,Undergraduate,3805,Medicine,65717,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Integrated Clinical Studies 3,MFAC2516,2516,WILC,9810979
Local,2024,5246,2024 Term 2,Undergraduate,3805,Medicine,65716,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Integrated Clinical Studies 2,MFAC2515,2515,WILC,9810979
Local,2024,5243,2024 Term 1,Undergraduate,3256,Interior Architecture (Hons),66712,1,ADA,"Faculty of Arts, Design and Architecture",BLTENS,School of Built Environment,ADA Professional Placement,FADA6700,6700,WILC,9805600
Local,2024,5246,2024 Term 2,Undergraduate,4797,PPE/Law,65481,1,LAW,Faculty of Law and Justice,SCLAW,"School of Law, Society and Criminology",UNSW Law Internships,LAWS3555,3555,WILC,9815686
Local,2024,5246,2024 Term 2,Undergraduate,3783,Computer Science / Arts,62809,1,ADA,"Faculty of Arts, Design and Architecture",ENGL,School of the Arts and Media,Media and Arts Internship,ARTS3015,3015,WILC,9810140
Local,2024,5246,2024 Term 2,Undergraduate,3558,Commerce (International),65270,1,COMM,UNSW Business School,COMM,UNSW Business School,Industry Experience Program,COMM2222,2222,WILC,9801513
Local,2024,5247,2024 Semester 2 Canberra,Undergraduate,4405,Business,55575,1,UNICL,UNSW Canberra at ADFA,ZBUS,UC School of Business,Business Capstone,ZBUS3104,3104,WILC,9821479
International,2024,5243,2024 Term 1,Undergraduate,3502,Commerce,65607,1,COMM,UNSW Business School,COMM,UNSW Business School,Industry Consulting Project,COMM2233,2233,WILC,9863062
Local,2024,5249,2024 Term 3,Undergraduate,3805,Medicine,62771,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Clinical Transition,MFAC2507,2507,WILC,9842936
Local,2024,5246,2024 Term 2,Undergraduate,4813,Media Arts,64631,1,ADA,"Faculty of Arts, Design and Architecture",COFAS,School of Art & Design,Professional Experience,ADAD3000,3000,WILC,9840416
Local,2024,5249,2024 Term 3,Undergraduate,3784,Commerce / Computer Science,63929,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entrepreneur Practicum,COMM3030,3030,WILC,9848702
Local,2024,5249,2024 Term 3,Undergraduate,3805,Medicine,62771,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Clinical Transition,MFAC2507,2507,WILC,9850576
Local,2024,5246,2024 Term 2,Postgraduate,5213,Legal Professional Practice,65996,1,LAW,Faculty of Law and Justice,LAW,Faculty of Law and Justice,Workplace Experience 1,PLTX1300,1300,WILC,9887348
Local,2024,5246,2024 Term 2,Postgraduate,5213,Legal Professional Practice,65995,1,LAW,Faculty of Law and Justice,LAW,Faculty of Law and Justice,Workplace Experience 2,PLTX2020,2020,WILC,9887348
Local,2024,5246,2024 Term 2,Undergraduate,4824,Design / Media (PR and Adv),62809,1,ADA,"Faculty of Arts, Design and Architecture",ENGL,School of the Arts and Media,Media and Arts Internship,ARTS3015,3015,WILC,9881514
Local,2024,5243,2024 Term 1,Undergraduate,3805,Medicine,65718,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Integrated Clinical Studies 1,MFAC2514,2514,WILC,9928037
Local,2024,5249,2024 Term 3,Undergraduate,3805,Medicine,65717,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Integrated Clinical Studies 3,MFAC2516,2516,WILC,9928037
Local,2024,5246,2024 Term 2,Undergraduate,3805,Medicine,65716,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Integrated Clinical Studies 2,MFAC2515,2515,WILC,9928037
International,2024,5249,2024 Term 3,Undergraduate,3805,Medicine,65717,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Integrated Clinical Studies 3,MFAC2516,2516,WILC,9964997
International,2024,5246,2024 Term 2,Undergraduate,3805,Medicine,65716,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Integrated Clinical Studies 2,MFAC2515,2515,WILC,9964997
International,2024,5243,2024 Term 1,Undergraduate,3805,Medicine,65718,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Integrated Clinical Studies 1,MFAC2514,2514,WILC,9964997
International,2024,5249,2024 Term 3,Undergraduate,3805,Medicine,65717,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Integrated Clinical Studies 3,MFAC2516,2516,WILC,9968732
International,2024,5246,2024 Term 2,Undergraduate,3805,Medicine,65716,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Integrated Clinical Studies 2,MFAC2515,2515,WILC,9968732
International,2024,5243,2024 Term 1,Undergraduate,3805,Medicine,65718,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Integrated Clinical Studies 1,MFAC2514,2514,WILC,9968732
Local,2024,5246,2024 Term 2,Undergraduate,3438,Media (Screen & Sound Prod),65310,1,ADA,"Faculty of Arts, Design and Architecture",ENGL,School of the Arts and Media,Doing Film Festivals,ARTS2068,2068,WILC,10438113
International,2024,5246,2024 Term 2,Postgraduate,8417,Commerce (Extension),65271,1,COMM,UNSW Business School,COMM,UNSW Business School,Business for Social Impact,COMM5201,5201,WILC,10488529
International,2024,5246,2024 Term 2,Undergraduate,4813,Media Arts,64631,1,ADA,"Faculty of Arts, Design and Architecture",COFAS,School of Art & Design,Professional Experience,ADAD3000,3000,WILC,10525333
International,2024,5249,2024 Term 3,Postgraduate,8621,Engineering,64832,2,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,10519246
Local,2024,5243,2024 Term 1,Postgraduate,8925,Teaching (Primary),65316,2,ADA,"Faculty of Arts, Design and Architecture",EDUC,School of Education,Prof Exp 2/Internship,EDST6765,6765,WILC,10535411
Local,2024,5242,2024 Summer Term,Undergraduate,3784,Commerce / Computer Science,66909,1,BOS,DVC (A) Board of Studies,BOS,DVC (A) Board of Studies,Global Practice of Work,CDEV3300,3300,WILC,10652365
Local,2024,5246,2024 Term 2,Undergraduate,4033,Social Work (Honours),65525,1,ADA,"Faculty of Arts, Design and Architecture",POLS,School of Social Sciences,Social Work Lvl 3 Placement B,SOCW3013,3013,WILC,10650625
Local,2024,5243,2024 Term 1,Undergraduate,4033,Social Work (Honours),65526,1,ADA,"Faculty of Arts, Design and Architecture",POLS,School of Social Sciences,Social Work Lvl 3 Placement A,SOCW3012,3012,WILC,10650625
International,2024,5243,2024 Term 1,Undergraduate,3502,Commerce,66056,1,COMM,UNSW Business School,ACCT,"School of Accounting, Auditing and Taxation",UNSW Tax and Business Clinic,TABL3033,3033,WILC,10641424
International,2024,5246,2024 Term 2,Undergraduate,3502,Commerce,65607,1,COMM,UNSW Business School,COMM,UNSW Business School,Industry Consulting Project,COMM2233,2233,WILC,10665070
Local,2024,5249,2024 Term 3,Undergraduate,3181,Vision Science,67363,1,BOS,DVC (A) Board of Studies,BOS,DVC (A) Board of Studies,WIL Placement,CDEV3400,3400,WILC,10797250
Local,2024,5249,2024 Term 3,Undergraduate,3502,Commerce,63929,1,COMM,UNSW Business School,COMM,UNSW Business School,Social Entrepreneur Practicum,COMM3030,3030,WILC,10804946
International,2024,5246,2024 Term 2,Undergraduate,3502,Commerce,65607,1,COMM,UNSW Business School,COMM,UNSW Business School,Industry Consulting Project,COMM2233,2233,WILC,10823153
Local,2024,5249,2024 Term 3,Undergraduate,4076,Science/Education (Secondary),62698,1,ADA,"Faculty of Arts, Design and Architecture",EDUC,School of Education,Professional Engagement,EDST2002,2002,WILC,10834572
Local,2024,5249,2024 Term 3,Undergraduate,3181,Vision Science,67363,1,BOS,DVC (A) Board of Studies,BOS,DVC (A) Board of Studies,WIL Placement,CDEV3400,3400,WILC,10842293
Local,2024,5246,2024 Term 2,Undergraduate,3584,Commerce / Information Systems,65712,1,COMM,UNSW Business School,COMM,UNSW Business School,Industry Exp. Placement 2,COMM3202,3202,WILC,10827873
Local,2024,5243,2024 Term 1,Undergraduate,3584,Commerce / Information Systems,65712,1,COMM,UNSW Business School,COMM,UNSW Business School,Industry Exp. Placement 2,COMM3202,3202,WILC,10827873
Local,2024,5246,2024 Term 2,Undergraduate,3778,Computer Science,65813,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Engineering Co-op IT 2A,ENGG4902,4902,WILC,10833851
Local,2024,5249,2024 Term 3,Undergraduate,3778,Computer Science,65812,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Engineering Co-op IT 2B,ENGG4903,4903,WILC,10833851
Local,2024,5243,2024 Term 1,Undergraduate,3707,Engineering (Honours),64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,10823380
Local,2024,5246,2024 Term 2,Undergraduate,3785,Engineering (Hons) / Comp Sci,64832,1,ENG,Faculty of Engineering,ENG,Faculty of Engineering,Industrial Training,ENGG4999,4999,WILC,10837111
Local,2024,5246,2024 Term 2,Undergraduate,3342,Design/Media,62809,1,ADA,"Faculty of Arts, Design and Architecture",ENGL,School of the Arts and Media,Media and Arts Internship,ARTS3015,3015,WILC,10838848
Local,2024,5247,2024 Semester 2 Canberra,Undergraduate,4405,Business,55575,1,UNICL,UNSW Canberra at ADFA,ZBUS,UC School of Business,Business Capstone,ZBUS3104,3104,WILC,10839210
Local,2024,5246,2024 Term 2,Undergraduate,3871,Exercise Physiology,65688,1,MED,Faculty of Medicine and Health,HEALTHSCI,School of Health Sciences,Advanced Exercise Science,HESC3501,3501,WILC,10869640
Local,2024,5243,2024 Term 1,Undergraduate,3805,Medicine,65718,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Integrated Clinical Studies 1,MFAC2514,2514,WILC,10915835
Local,2024,5249,2024 Term 3,Undergraduate,3805,Medicine,65717,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Integrated Clinical Studies 3,MFAC2516,2516,WILC,10915835
Local,2024,5246,2024 Term 2,Undergraduate,3805,Medicine,65716,1,MED,Faculty of Medicine and Health,MED,Faculty of Medicine and Health,Integrated Clinical Studies 2,MFAC2515,2515,WILC,10915835
International,2024,5243,2024 Term 1,Undergraduate,3502,Commerce,65607,1,COMM,UNSW Business School,COMM,UNSW Business School,Industry Consulting Project,COMM2233,2233,WILC,12065652
